id,name,city,address,website,category
11068,"SY'S SOULFOOD PALACE",Philadelphia,,https://www.syspalacesoulfood.com/,restaurant
11069,"Tasties Soul Food Restaurant",Philadelphia,,"",restaurant
11070,"Greedy's",Philadelphia,,"",restaurant
11071,"Butter's Soul Food To Go",Philadelphia,,https://www.butterssoulfood.com/,restaurant
11074,"Soul Greedy",Philadelphia,,https://www.toasttab.com/local/order/soulgreedy215/r-aa24f4f8-43f7-4620-812f-0f73118864df,restaurant
11075,"Corinne's Place",Philadelphia,,http://www.corinnesplace.com/,restaurant
11077,"Ma Lessie's Chicken & Waffles",Philadelphia,,"",restaurant
11078,"Crafty Soul",Philadelphia,,https://craftysoulfoodphilly.com/,restaurant
11079,"Ol Boys Soul Food Restaurant",Philadelphia,,"",restaurant
11081,"Emmanuel Kings & Queens of Soul Food",Philadelphia,,https://instagram.com/emmanuel_soul_food?igshid=1u1jwjw53jyw,restaurant
11082,"Thomasena's Restaurant and Catering Hall",Philadelphia,,"",restaurant
11083,"Samaiyah B. Cooking",Philadelphia,,"",restaurant
11084,"From the Kitchen of LindaLicious, LLC",Philadelphia,,"",restaurant
11085,"Quality Taste Jamaican Restaurant & Jerk Hut",Philadelphia,,https://qualitytastejamaican.cfd/,restaurant
11088,"Jamaican D's Kitchen and Catering",Philadelphia,,https://www.instagram.com/jamaican_ds?igsh=MWgydnd6c21nZ3pyaA==,restaurant
11090,"Sunday Best",Philadelphia,,"",restaurant
11091,"Little Delicious",Philadelphia,,"",restaurant
11092,"Ron's Caribbean Cafe",Philadelphia,,http://phillyrons.com/,restaurant
11093,"Ron's Caribbean Cuisine",Philadelphia,,https://www.phillyrons.com/,restaurant
11094,"Ocho Rios Parrilla",Philadelphia,,https://ochoriosparilla1710.com/,restaurant
11095,"The Lighthouse Jamaican Restaurant",Philadelphia,,"",restaurant
11096,"K & J Caribbean American Diner",Philadelphia,,http://kjcaribbeanamericandiner.com/,restaurant
11097,"Georgiana's Caribbean Cuisine",Philadelphia,,"",restaurant
11099,"SHANAS CARIBBEAN CAFE",Philadelphia,,https://shanascaribbeancafe.com/,restaurant
11100,"Biggs jamaican restaurant",Philadelphia,,"",restaurant
11101,"Top Taste",Philadelphia,,https://top-taste.shop/,restaurant
11103,"Le Mandingue African Restaurant",Philadelphia,,https://www.lemandingue.com/,restaurant
11104,"Kilimandjaro restaurant",Philadelphia,,"",restaurant
11110,"Sahara Restaurant",Philadelphia,,http://ordersahararestaurant.com/,restaurant
11111,"TOUBA African Restaurant",Philadelphia,,https://usamapsdet.top/details/touba-african-restaurant-ChIJpbn,restaurant
11112,"Soul of Africa Restaurant LLC",Philadelphia,,https://soulofafricarestaurant.com/?utm_source=google,restaurant
11113,"Emma’s Liberian Kitchen",Philadelphia,,https://emmaliberiankitchen.com/,restaurant
11114,"New Era Cuisine",Philadelphia,,https://food.orders.co/1vxelaie?y_source=1_MjAxNTA3MjY1Mi03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,restaurant
11115,"Ecowas African Restaurant",Philadelphia,,"",restaurant
11117,"Djoliba Restaurant",Philadelphia,,https://www.tiktok.com/@djolibarestaurantphilly?_t=8rgHA8xYvyJ&_r=1,restaurant
11118,"Le Faso",Philadelphia,,"",restaurant
11119,"Aku's Kitchen",Philadelphia,,http://akuskitchen.com/,restaurant
11120,"Palace african restaurant",Philadelphia,,https://order.online/business/palace-african-824073,restaurant
11121,"Almaz Cafe",Philadelphia,,http://almazcafes.com/,restaurant
11122,Abyssinia,Philadelphia,,http://www.abyssiniabarandrestaurant.com/,restaurant
11123,"Kaffa Crossing",Philadelphia,,https://qmenu.us/#/kaffa-crossing-ethiopian,restaurant
11124,"Eshkol Ethiopian Cuisine & Cafe",Philadelphia,,https://eshkolcuisine.com/,restaurant
11125,"Amsale Cafe",Philadelphia,,http://www.amsalecafe.com/,restaurant
11127,"Queen of Sheba",Philadelphia,,http://queenofshebaphiladelphia.com/,restaurant
11130,ERA,Philadelphia,,https://haklilu.github.io/Era-Bar-and-Restaurant/,restaurant
11132,"Merkato Baltena",Philadelphia,,"",restaurant
11136,"El Fogon Latino Restaurant",Philadelphia,,https://order.online/business/el-fogon-latino-restaurant-997026,restaurant
11137,"Restaurante Latino Lela",Philadelphia,,"",restaurant
11139,"Izlas Puertorican Cuisine",Philadelphia,,https://food.orders.co/izlaslatincuisine,restaurant
11141,"DECOO Restaurant",Philadelphia,,"",restaurant
11145,"Latin American Restaurant",Philadelphia,,https://www.instagram.com/latinamerican1inc/,restaurant
11146,"El Sabor Restaurant",Philadelphia,,https://instagram.com/elsabor.restaurant?utm_medium=copy_link,restaurant
11148,"Fuego Latin Food",Philadelphia,,"",restaurant
11149,"Parada Maimon",Philadelphia,,https://paradamaimon.shop/,restaurant
11150,"El Fuerte de Loreto Philly",Philadelphia,,http://www.elfuertedeloretophilly.com/,restaurant
11154,"Tu Rinconcito",Philadelphia,,https://turinconcitophilly.com/,restaurant
11155,"Tacoteca Mexican Grill",Philadelphia,,https://tacotecamexicangrill.toast.site/,restaurant
11158,"El Mictlan Restaurant",Philadelphia,,https://elmictlanrestaurantpa.com/,restaurant
11161,"El Mezcal Cantina",Philadelphia,,http://elmezcalcantina.us/,restaurant
11163,"Jose Pistola's",Philadelphia,,https://www.pistolaslife.com/,restaurant
11164,"Don Barriga",Philadelphia,,http://donbarriga.com/,restaurant
11165,"Cilantro Mediterranean Cuisine",Philadelphia,,https://www.cilantromediterraneancuisine.com/,restaurant
11170,"Paprica Grill",Philadelphia,,https://papricagrill.com/,restaurant
11171,"Alyan's Middle Eastern & Mediterranean Restaurant",Philadelphia,,"",restaurant
11175,Marrakesh,Philadelphia,,https://marrakesh-philadelphia.club/,restaurant
11180,"Apricot Stone BYOB",Philadelphia,,http://www.apricotstonephilly.com/,restaurant
11181,"Zorba's Tavern",Philadelphia,,http://www.zorbastavern.com/,restaurant
11183,"Sahara Grill",Philadelphia,,https://www.saharagrillphiladelphia.com/,restaurant
11184,"Kamals Middle Eastern Cuisine",Philadelphia,,https://www.kamalsmiddleeasterncuisine.com/,restaurant
11192,"Ji Bei Chuan Philly",Philadelphia,,https://www.jbcphilly.com/,restaurant
11194,"Nan Zhou Hand Drawn Noodle House",Philadelphia,,http://www.nanzhounoodle.com/,restaurant
11195,"Ting Wong",Philadelphia,,http://www.tingwongphilly.com/?utm_source=google&utm_medium=search,restaurant
11198,"China House No. 5",Philadelphia,,"",restaurant
11199,"Han Dynasty University City",Philadelphia,,http://www.handynasty.net/,restaurant
11200,"Mana Modern Chinese",Philadelphia,,"",restaurant
11202,"Ho Sai Gai Restaurant",Philadelphia,,"",restaurant
11204,"China Gourmet",Philadelphia,,http://www.chinagourmetphillypa.com/,restaurant
11205,Sampan,Philadelphia,,https://www.sampanphilly.com/,restaurant
11206,"Lee How Fook",Philadelphia,,http://leehowfook.com/,restaurant
11212,"Ratchada Thai & Laos Cuisine",Philadelphia,,http://www.ratchada.net/,restaurant
11215,"Erawan Thai Cuisine (Philadelphia)",Philadelphia,,http://www.erawanphiladelphia.com/,restaurant
11216,Manorah,Philadelphia,,https://manorahthai.com/,restaurant
11217,"House of Thai Cuisine",Philadelphia,,https://www.houseofthaipa.com/,restaurant
11222,"Thai Square Restaurant",Philadelphia,,http://www.thaisquarephilly.com/,restaurant
11223,"Vientiane Bistro",Philadelphia,,https://www.vientianebistro.com/,restaurant
11224,"Sukho Thai Restaurant",Philadelphia,,https://www.sukhothainj.com/,restaurant
11225,"Golden Triangle",Philadelphia,,http://www.goldentrianglepa.net/,restaurant
11228,"Turmeric Indian Kitchen",Philadelphia,,http://www.turmericphilly.com/,restaurant
11230,"Tiffin Indian Cuisine Fairmount",Philadelphia,,http://www.tiffin.com/,restaurant
11231,"Masala Fusion Indian Restaurant",Philadelphia,,https://order.online/business/masala-fusion-14317507,restaurant
11232,"New Indian Sizzler",Philadelphia,,https://www.newindiansizzler.com/,restaurant
11233,DABBAWALA,Philadelphia,,https://www.dabbawalaphiladelphia.com/,restaurant
11234,"Saffron Indian Kitchen",Philadelphia,,https://saffronofphilly.com/saffron-philly?utm_source=google,restaurant
11238,"Tikka Mahal - Modern Indian Restaurant",Philadelphia,,https://www.tikkamahal.com/,restaurant
11239,"Raindrops Indian Restaurant",Philadelphia,,https://raindropsindianrestaurant.com/,restaurant
11242,"CURRY LEAF NEPALI & INDIAN CUISINE",Philadelphia,,https://curryleafphiladelphia.com/,restaurant
11243,"Masala Kitchen : Kati Rolls & Platters",Philadelphia,,https://www.masalakitchen.com/,restaurant
11245,"Manayunk Indian grille",Philadelphia,,https://www.manayunkindiangrille.com//,restaurant
11251,"Café Lutécia",Philadelphia,,https://www.facebook.com/pages/Cafe-Lutecia/117702891589376,restaurant
11254,"TOWNSEND EPX",Philadelphia,,https://www.townsendepx.com/,restaurant
11259,"Honey's Sit 'n Eat",Philadelphia,,https://honeyssitneat-north.mobilebytes.com/menu,restaurant
11265,"Loch Bar",Philadelphia,,http://www.lochbar.com/philly,restaurant
11269,"Jordan Johnson",Philadelphia,,https://jordanjohnsons.toast.site/order,restaurant
11274,"Chickie's & Pete's",Philadelphia,,https://chickiesandpetes.com/location/roosevelt-blvd-2/?utm_source=gmb&utm_medium=organic&utm_campaign=roosevelt_blvd,restaurant
11275,"Alaska King Crab House",Philadelphia,,"",restaurant
11276,"Fishtown Seafood",Philadelphia,,https://www.fishtownseafood.com/,restaurant
11277,"Somewhere Nowhere","New York","112 W 25th St Floor 38 & 39, New York, NY 10001",https://www.somewherenowherenyc.com/,nightclub
11278,"TAO Group Venue",Manhattan,"369 W 16th St, New York, NY 10011",https://taodowntown.com/nightclub/,nightclub
11279,"Nebula NYC","New York","135 W 41st St, New York, NY 10036",https://nebulanewyork.com/,nightclub
11280,"Bar 13","New York","121 University Pl, New York, NY 10003",http://www.bar13nyc.com/,nightclub
11281,"Treadwell Park","New York","1125 1st Ave, New York, NY 10065",https://treadwellpark.com/,nightclub
11282,Elsewhere,"New York","599 Johnson Ave #1, Brooklyn, NY 11237",http://www.elsewhere.club/,nightclub
11283,SILO,"New York","90 Scott Ave, Brooklyn, NY 11237",https://www.silobrooklyn.com/,nightclub
11284,"Superior Ingredients","New York","74 Wythe Ave, Brooklyn, NY 11249",https://www.si-bk.com/,nightclub
11285,"High Bar New York","New York","346 W 40th St, New York, NY 10018",https://www.highbarnyc.co/,nightclub
11286,Nexo,"New York","29 W 36th St., New York, NY 10018",,nightclub
11287,"San Antonios","New York","247 Eldridge St, New York, NY 10002",https://www.sanantoniosnyc.com/,nightclub
11288,"99 Scott Ave","New York","99 Scott Ave, Brooklyn, NY 11237",,nightclub
11289,"Brooklyn Storehouse","New York","Building 293, Brooklyn Navy Yard, Assembly Rd, Brooklyn, NY 11205",https://brooklynstorehouse.com/,nightclub
11290,"Republic Latin Fusion","New York","181 N 10th St, Brooklyn, NY 11211",http://www.republiclatinfusion.com/,nightclub
11291,"Knockdown Center","New York","52-19 Flushing Ave, Maspeth, NY 11378",http://www.knockdown.center/,nightclub
11292,"Good Room","New York","98 Meserole Ave, Brooklyn, NY 11222",http://goodroombk.com/,nightclub
11293,Paragon,"New York","990 Broadway, Brooklyn, NY 11221",https://www.paragonbroadway.com/,nightclub
11294,"Brooklyn Steel","New York","319 Frost St, Brooklyn, NY 11222",https://www.bowerypresents.com/new-york-metro/shows/brooklyn-steel,nightclub
11295,"Highbar NYC","New York","346 W 40th St, New York, NY 10018",https://www.highbarnyc.co/,nightclub
11296,"House of Yes","New York","2 Wyckoff Ave, Brooklyn, NY 11237",http://houseofyes.org/,nightclub
11297,Marquee,"New York","289 10th Ave, New York, NY 10001",https://taogroup.com/venues/marquee-new-york/,nightclub
11298,"Bossa Nova Civic Club","New York","1271 Myrtle Ave, Brooklyn, NY 11221",https://bossanovacivicclub.shop/,nightclub
11299,"Common Ground","New York","63 Gansevoort St, New York, NY 10014",http://commongroundnyc.com/,live_music
11300,H0L0,"New York","10-90 Wyckoff Ave, Ridgewood, NY 11385",https://www.h0l0.nyc/,nightclub
11301,"Lost in Paradise Rooftop","New York","11-01 43rd Ave, Long Island City, NY 11101",https://www.lostinparadiserooftop.com/,nightclub
11302,Purgatory,"New York","675 Central Ave, Brooklyn, NY 11207",http://www.purgatorybk.com/,nightclub
11303,Signal,"New York","175 Morgan Ave, Brooklyn, NY 11237",https://www.signalnyc.club/,nightclub
11304,"The Delancey","New York",,,nightclub
11305,"The Sultan Room","New York","234 Starr St, Brooklyn, NY 11237",http://thesultanroom.com/,nightclub
11307,"Ace Hotel","New York","20 W 29th St, New York, NY 10001",https://www.acehotel.com/newyork/,live_music
11308,"Ainsworth Midtown","New York","45 E 33rd St, New York, NY 10016",http://www.theainsworth.com/midtown,nightclub
11309,"Location TBA","New York","346 W 40th St, New York, NY 10018",,live_music
11310,Margaritaville,"New York","560 7th Ave 7th Floor, New York, NY 10018",https://www.margaritavilleresorts.com/margaritaville-resort-times-square?utm_source=google&utm_medium=listing&utm_campaign=margaritaville+times+square,nightclub
11311,Nublu,"New York","151 Loisaida Ave, New York, NY 10009",http://nublu.net/,nightclub
11312,Refuge,"New York","360 Ten Eyck St, Brooklyn, NY 11206",http://www.refuge.nyc/,nightclub
11313,"Virgin Hotels NYC","New York","1227 Broadway, New York, NY 10001",https://virginhotels.com/nyc/,nightclub
11314,"Amelia's","New York","450 Park Ave S, New York, NY 10016",http://amelias.nyc/,nightclub
11315,"American Whiskey","New York","247 W 30th St, New York, NY 10001",https://www.americanwhiskeynyc.com/,nightclub
11316,"Apollo Studio","New York","321 Nassau Ave, Brooklyn, NY 11222",https://www.facebook.com/apollostudionyc/,nightclub
11317,Chester,"New York","Chester, NY 10918",http://www.thetownofchester.org/,nightclub
11318,"Darling Rooftop","New York","36 Central Park S, New York, NY 10019",https://www.darlingrooftop.com/,nightclub
11319,"Dead Letter No. 9","New York","63 Grand St, Brooklyn, NY 11249",https://www.deadletterno9.com/,live_music
11320,Delancey,"New York","168 Delancey St, New York, NY 10002",https://www.thedelancey.com/,live_music
11321,"HOA (HOME OF ASTORIA)","New York","28-49 Steinway St, Astoria, NY 11103",,nightclub
11322,"Jupiter Disco","New York","1237 Flushing Ave, Brooklyn, NY 11237",http://www.jupiterdisco.com/,nightclub
11323,"New York City's Johnny Utah's","New York","90 Greenwich Ave, New York, NY 10011",,nightclub
11324,Nowadays,"New York","56-06 Cooper Ave, Glendale, NY 11385",http://nowadays.nyc/,nightclub
11325,"ONE Manhattan","New York","New York, NY 10035",,nightclub
11326,"Royalton Park Avenue","New York","420 Park Ave S, New York, NY 10016",https://www.royaltonparkavenue.com/,nightclub
11327,"So & So's Piano Bar","New York",,,live_music
11328,"Stone Street Tavern","New York","52 Stone St, New York, NY 10004",http://www.stonestreettavernnyc.com/,nightclub
11329,TBA,"New York","395 Wythe Ave, Brooklyn, NY 11249",,nightclub
11330,"Taj II","New York","25-27 Steinway St, Astoria, NY 11103",https://tajmahallounge.com/,live_music
11331,"The DL-NYC","New York","95 Delancey St 3rd Floor, New York, NY 10002",https://www.thedl-nyc.com/,nightclub
11332,"The Meadows","New York","17 Meadow St, Brooklyn, NY 11206",https://www.thebrooklynmonarch.com/the-meadows,nightclub
11333,"Various Venues","New York","27 E 21st St 6 FLOOR, New York, NY 10010",http://www.venuesnyc.com/?utm_source=Google%20My%20Business&utm_medium=Website%20Button,nightclub
11334,"Virgin Hotels New York","New York",,,live_music
11335,Xanadu,"New York","262 Starr St, Brooklyn, NY 11237",https://xanadu.nyc/,nightclub
11336,"and converted from a","New York","124 Nassau St # 2, New York, NY 10038",,nightclub
11337,00:00,"New York","21-38 44th Rd, Long Island City, NY 11101",http://www.0000space.com/,nightclub
11338,"3 Dollar Bill","New York","260 Meserole St, Brooklyn, NY 11206",https://3dollarbillbk.com/,nightclub
11339,"AMC Times Square","New York","19501 Biscayne Blvd #3001, Aventura, FL 33180",https://www.amctheatres.com/movie-theatres/miami-ft-lauderdale/amc-aventura-24?utm_medium=organic&utm_source=google&utm_campaign=local,nightclub
11340,"American Whiskey Midtown","New York","247 W 30th St, New York, NY 10001",https://www.americanwhiskeynyc.com/,nightclub
11341,"Blind Barber NYC","New York","East Village, 339 E 10th St, New York, NY 10009",http://www.blindbarber.com/,live_music
11342,Bounce,"New York",,,nightclub
11343,Bowlero,"New York","222 W 44th St, New York, NY 10036",https://www.luckystrikeent.com/location/lucky-strike-times-square?utm_source=gbp&utm_medium=organic&utm_campaign=yext_listings,nightclub
11344,"Bowlero Times Square","New York","222 W 44th St, New York, NY 10036",https://www.luckystrikeent.com/location/lucky-strike-times-square?utm_source=gbp&utm_medium=organic&utm_campaign=yext_listings,live_music
11345,"Bowlero's whopping New Year's celebration","New York","1287 S Park Victoria Dr, Milpitas, CA 95035",https://www.luckystrikeent.com/location/lucky-strike-milpitas?utm_source=gbp&utm_medium=organic&utm_campaign=yext_listings,live_music
11346,"Brooklyn NY US","New York","New York",http://www.brooklyn-usa.org/index.htm,nightclub
11347,"Buca di Beppo","New York","16677 Southpark Center, Strongsville, OH 44136",https://dineatbuca.com/locations/strongsville/?utm_campaign=local&utm_source=gbp&utm_medium=organic&utm_content=strongsville,live_music
11348,"C'mon Everybody","New York","325 Franklin Ave, Brooklyn, NY 11238",http://www.cmoneverybody.com/,nightclub
11349,"Cafe Erzulie","New York","894 Broadway, Brooklyn, NY 11206",https://www.cafeerzulie.com/,nightclub
11350,"Celon Lounge","New York","40 W 40th St, New York, NY 10001",http://bryantparkhotel.com/eat-plus-drink/celon-lounge/,nightclub
11351,"Cin Cin Lounge","New York","681 Washington St, New York, NY 10014",https://www.ciccionyc.com/,nightclub
11352,"Cin Cin Lounge
Ring","New York",,,nightclub
11353,"Civilian Hotel NYC","New York","305 W 48th St, New York, NY 10036",http://www.civilianhotel.com/,nightclub
11354,"Common Ground Bar","New York","63 Gansevoort St, New York, NY 10014",http://commongroundnyc.com/,nightclub
11355,"Dallas BBQ","New York","241 W 42nd St, New York, NY 10036",https://www.dallasbbq.com/times-square,live_music
11356,Delilah,"New York","155 Rivington St, New York, NY 10002",,live_music
11357,"Dream Hotel","New York","355 W 16th St, New York, NY 10011",https://www.hyatt.com/dream-hotels/en-US/nycdd-dream-downtown?src=corp_lclb_google_seo_nycdd&utm_source=google&utm_medium=organic&utm_campaign=lmr,nightclub
11358,"Fontainhas DUMBO","New York","28 Jay St, Brooklyn, NY 11201",http://www.fontainhasnyc.com/,live_music
11359,Gabriela,"New York","90 Wythe Ave, Brooklyn, NY 11249",https://www.gabriela.nyc/,nightclub
11360,GoldBar,"New York","389 Broome St, New York, NY 10013",http://www.goldbarnewyork.com/,nightclub
11361,"HB Burger","New York","127 W 43rd St, New York, NY 10036",,nightclub
11362,"HK Hall","New York","605 W 48th St, New York, NY 10036",https://www.hkhall.com/,nightclub
11363,"HOA HOME OF ASTORIA","New York","28-49 Steinway St, Astoria, NY 11103",,nightclub
11364,"Hart Bar","New York","538 Hart St #1, Brooklyn, NY 11221",http://hartbarnyc.com/,nightclub
11365,"Headless Horseman","New York","778 Broadway, US-9W, Ulster Park, NY 12487",https://headlesshorseman.com/?utm_campaign=GMB,live_music
11366,"Highline Ballroom After","New York","New York, NY 10011",https://www.thehighline.org/,live_music
11367,"Hotel Chantelle","New York","92 Ludlow St, New York, NY 10002",https://www.hotelchantellenyc.com/,nightclub
11368,"Hotel on Rivington","New York","107 Rivington St, New York, NY 10002",http://www.hotelonrivington.com/,nightclub
11369,"House of Brews has","New York","363 W 46th St, New York, NY 10036",,nightclub
11370,"Le Bain","New York","The Standard, High Line, 848 Washington St, New York, NY 10014",https://www.lebainnewyork.com/?utm_source=google&utm_campaign=google_my_business&utm_medium=organic,nightclub
11371,Lexicon,"New York","100 Church St, New York, NY 10014",https://www.lexiconusa.com/,live_music
11372,"Margaritaville - Time Square","New York","560 7th Ave 7th Floor, New York, NY 10018",https://www.margaritavilleresorts.com/margaritaville-resort-times-square?utm_source=google&utm_medium=listing&utm_campaign=margaritaville+times+square,nightclub
11373,"Marriott Marquis","New York","1535 Broadway, New York, NY 10036",https://www.marriott.com/en-us/hotels/nycmq-new-york-marriott-marquis/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,live_music
11374,"Midtown Party Pass","New York","723 7th Ave Suite 901, New York, NY 10019",https://newyorkpass.com/en-us?utm_medium=organic&utm_source=GoogleMyBusiness&utm_campaign=nyp,nightclub
11375,"Musica Club NYC","New York","637 W 50th St, New York, NY 10019",http://musicanewyork.net/,nightclub
11376,"New York Beer Company","New York","321 W 44th St, New York, NY 10036",,nightclub
11377,"Pando Park","New York","227 Kingston Ave, Brooklyn, NY 11213",https://www.pandosnyc.com/,nightclub
11378,"Penny Williamsburg","New York","288 N 8th St, Brooklyn, NY 11211",https://www.penny-hotel.com/?utm_source=local-listings&utm_medium=organic&utm_campaign=local-listings,nightclub
11379,"Prime Astoria","New York","40-06 Astoria Blvd S, Astoria, NY 11103",https://primeastoria.com/,nightclub
11380,"Proper West","New York","12 William Saroyan Place, San Francisco, CA 94133",https://www.specsbarsf.com/,live_music
11381,"Public House","New York","140 E 41st St, New York, NY 10017",http://publichousenyc.com/,nightclub
11382,"Racket NY","New York","431 W 16th St, New York, NY 10011",http://racketnyc.com/,nightclub
11383,"Ripley would be the first to believe that","New York","New York",http://www.nyc.gov/,nightclub
11384,"Ruby Tuesday","New York","41 Orange Plaza Ln, Scotchtown, NY 10940",https://rubytuesday.com/,nightclub
11385,"Saint
Step","New York",,,nightclub
11386,"Selva NYC","New York","1329 Willoughby Ave Suite 121, Brooklyn, NY 11237",http://selva.nyc/,nightclub
11387,Skinos,"New York","123 Washington St, New York, NY 10006",https://skinos123.com/?utm_source=google,nightclub
11388,"Skyport Marina","New York","2430 FDR Dr, New York, NY 10010",,nightclub
11389,"Sons of Essex","New York","124 Rivington St, New York, NY 10002",https://www.essexnyc.com/?utm_campaign=gmb&utm_medium=organic&utm_source=gmb_listing,nightclub
11390,"Sony Hall","New York","235 W 46th St, New York, NY 10036",https://sonyhall.com/,live_music
11391,South,"New York","New York, NY",,nightclub
11392,"Stone Creek Bar & Lounge","New York","7 Old Tavern Rd, Hunlock Creek, PA 18621",,nightclub
11393,"Summer Club at Ravel Hotel","New York","8-08 Queens Plaza S, Long Island City, NY 11101",http://www.summerclubnyc.com/,nightclub
11395,"Tao Downtown",Manhattan,"92 9th Ave, New York, NY 10011",https://taogroup.com/venues/tao-downtown-new-york/,nightclub
11396,"Tavern 29","New York","47 E 29th St, New York, NY 10016",http://tavern29.com/,nightclub
11397,"Terminal 5","New York","610 W 56th St #612, New York, NY 10019",http://www.terminal5nyc.com/,nightclub
11398,"The Chocolate Factory","New York","70 Scott Ave, Brooklyn, NY 11237",http://www.chocolatefactoryvibes.com/,nightclub
11399,"The Dean NYC","New York","214 W 39th St Unit #5, New York, NY 10018",https://thedean-nyc.com/,nightclub
11400,"The Highlight Room",Manhattan,"145 Bowery, New York, NY 10002",https://taogroup.com/venues/the-highlight-room-new-york/,nightclub
11401,"The Penny Hotel","New York",,,nightclub
11402,"The Roof at Superior Ingredients","New York","74 Wythe Ave, Brooklyn, NY 11249",https://www.si-bk.com/,nightclub
11403,"Times Square","New York","Manhattan, NY 10036",https://www.timessquarenyc.org/,nightclub
11404,Unveiled,"New York","94 N 13th St, Brooklyn, NY 11249",http://unveilednewyork.com/,nightclub
11405,"Up & Down","New York","8818 Harmony Grove Rd, Escondido, CA 92029",,nightclub
11406,"White Horse Tavern NYC","New York","567 Hudson St, New York, NY 10014",https://www.whitehorsetavern1880.com/,nightclub
