id,business_name,instagram_handle,partner_page_url,outreach_status,city,state,vibe_tags,music_genres,claim_token
788,"The 6 Lounge",the__6__,https://lumina.viberyte.com/partner/788,none,Bronx,NY,,"[""hip-hop"",""dancehall""]",the-6-lounge-3220
814,"The Black Whale",the_black_whale,https://lumina.viberyte.com/partner/814,none,Bronx,NY,,[],the-black-whale-3283
783,"The Bronx Beer Hall",thebronxbeerhall,https://lumina.viberyte.com/partner/783,none,Bronx,NY,"[""vibrant"",""casual"",""community""]","[""afrobeats"",""hip-hop"",""r&b"",""dancehall"",""soca""]",the-bronx-beer-hall-3213
776,"The Kutty Lounge",thekuttybx,https://lumina.viberyte.com/partner/776,none,Bronx,NY,"[""vibrant"",""social"",""lively""]","[""hip-hop"",""afrobeats"",""r&b"",""top-40""]",the-kutty-lounge-3193
806,"The Last Stop",thelaststop242,https://lumina.viberyte.com/partner/806,none,Bronx,NY,,[],the-last-stop-3272
809,"The Waterfront NYC",thewaterfrontnyc,https://lumina.viberyte.com/partner/809,none,Bronx,NY,,[],the-waterfront-nyc-3277
794,"Tin Marín Tapas",tin.marin.nyc,https://lumina.viberyte.com/partner/794,none,Bronx,NY,"[""vibrant"",""lively"",""social""]","[""latin"",""hip-hop"",""reggaeton"",""top-40""]",tin-mar-n-tapas-3235
777,"Tipsy Bar & Lounge",tipsy_bar_lounge_,https://lumina.viberyte.com/partner/777,none,Bronx,NY,"[""vibrant"",""energetic"",""social""]","[""hip-hop"",""afrobeats"",""reggaeton""]",tipsy-bar-lounge-3196
801,"Wicked Wolf Bronx",wickedwolfbx,https://lumina.viberyte.com/partner/801,none,Bronx,NY,,"hip-hop,pop",wicked-wolf-bronx-3267
807,"Zero Otto Nove Bronx",zeroottonove,https://lumina.viberyte.com/partner/807,none,Bronx,NY,,[],zero-otto-nove-bronx-3273
818,"iNine Bistro",ininebistro,https://lumina.viberyte.com/partner/818,none,Bronx,NY,,[],inine-bistro-3292
1572,"233 Starr Karaoke & Eats",233starrkaraoke,https://lumina.viberyte.com/partner/1572,none,Brooklyn,NY,"[""lively"", ""group_friendly""]",,233-starr-karaoke-eats-12469
1371,"3 Dollar Bill",3dollarbillbk,https://lumina.viberyte.com/partner/1371,none,Brooklyn,,,"[""mixed""]",3-dollar-bill-11338
644,"333 Lounge & Restaurant",333.lounge,https://lumina.viberyte.com/partner/644,none,Brooklyn,NY,,"[""afrobeats"",""hip-hop"",""r&b"",""dancehall"",""soca"",""house"",""live-band""]",333-lounge-restaurant-2936
660,"390 Social",390social,https://lumina.viberyte.com/partner/660,none,Brooklyn,NY,"[""lively"",""trendy"",""casual"",""vibrant""]","[""hip-hop"",""latin"",""afrobeats""]",390-social-2971
693,"95 South Soul Food Restaurant",95southsoulfood,https://lumina.viberyte.com/partner/693,none,Brooklyn,NY,,"soul,r&b",95-south-soul-food-restaurant-3035
1579,"A-un Brooklyn",aunbrooklyn,https://lumina.viberyte.com/partner/1579,none,Brooklyn,NY,"[""upscale"", ""intimate""]",,a-un-brooklyn-12476
626,"About Last Night",aboutlastnightbk,https://lumina.viberyte.com/partner/626,none,Brooklyn,NY,"[""lively"",""energetic"",""vibrant""]","[""hip-hop"",""afrobeats"",""dancehall"",""r&b"",""soca"",""live-jazz"",""live-band"",""top-40""]",about-last-night-2909
1516,"African Pride",africanpridebk,https://lumina.viberyte.com/partner/1516,none,Brooklyn,NY,"[""cultural"", ""intimate""]",,african-pride-12413
1541,Ainslie,ainslienyc,https://lumina.viberyte.com/partner/1541,none,Brooklyn,NY,"[""upscale"", ""romantic""]",,ainslie-12438
1543,"Al Dente Fresh Pasta",aldente_freshpasta,https://lumina.viberyte.com/partner/1543,none,Brooklyn,NY,"[""upscale"", ""intimate""]",,al-dente-fresh-pasta-12440
1552,"Alma BK",almabklyn,https://lumina.viberyte.com/partner/1552,none,Brooklyn,NY,"[""trendy"", ""rooftop""]",,alma-bk-12449
1549,"Alta Calidad",altacalidadbk,https://lumina.viberyte.com/partner/1549,none,Brooklyn,NY,"[""upscale"", ""lively""]",,alta-calidad-12446
1619,Arden,ardenbk,https://lumina.viberyte.com/partner/1619,none,Brooklyn,NY,"[""trendy"", ""brunch_spot""]",,arden-12516
1604,"Athena Mediterranean Cuisine",athena_cuisine,https://lumina.viberyte.com/partner/1604,none,Brooklyn,NY,"[""casual"", ""intimate""]",,athena-mediterranean-cuisine-12501
1564,"Atithi Indian Cuisine",atithindiancuisine,https://lumina.viberyte.com/partner/1564,none,Brooklyn,NY,"[""casual"", ""cultural""]",,atithi-indian-cuisine-12461
181,"Aura Cocina",auracocina,https://lumina.viberyte.com/partner/181,none,Brooklyn,NY,"[""vibrant"",""energetic"",""social""]","[""latin"",""live-music""]",aura-cocina-1490
670,"Aurora Brooklyn",aurorabrooklyn,https://lumina.viberyte.com/partner/670,none,Brooklyn,NY,,[],aurora-brooklyn-2997
1614,"Ayat Ditmas Park",ayat.nyc,https://lumina.viberyte.com/partner/1614,none,Brooklyn,NY,"[""upscale"", ""cultural""]",,ayat-ditmas-park-12511
622,"B66 Club",b66club,https://lumina.viberyte.com/partner/622,none,Brooklyn,NY,,"[""house"",""hip-hop""]",b66-club-2903
1740,BK9,bk9restaurant,https://lumina.viberyte.com/partner/1740,none,Brooklyn,NY,"[""upscale"", ""trendy""]",,bk9-12637
1398,"Baby's All Right",babysallright,https://lumina.viberyte.com/partner/1398,none,Brooklyn,,,Hip-Hop,baby-s-all-right-11443
641,"Bad Luck Bar",badluck_nyc,https://lumina.viberyte.com/partner/641,none,Brooklyn,NY,"[""lively"",""casual"",""fun""]","[""hip-hop"",""dancehall""]",bad-luck-bar-2931
1497,"Bar Bayeux",barbayeux,https://lumina.viberyte.com/partner/1497,none,Brooklyn,NY,"[""intimate"", ""cultural""]",,bar-bayeux-12394
662,"Bar Francis",teosicecream,https://lumina.viberyte.com/partner/662,none,Brooklyn,NY,"[""trendy"",""upscale"",""vibrant""]","[""live-jazz""]",bar-francis-2974
1499,"Bar Louise",barlouisenyc,https://lumina.viberyte.com/partner/1499,none,Brooklyn,NY,"[""upscale"", ""intimate""]",,bar-louise-12396
1508,"Bar Madonna",barmadonnabk,https://lumina.viberyte.com/partner/1508,none,Brooklyn,NY,"[""upscale"", ""intimate""]",,bar-madonna-12405
698,"Barbalu Bklyn",barbalubklyn,https://lumina.viberyte.com/partner/698,none,Brooklyn,NY,,[],barbalu-bklyn-3041
697,"Barbuto Brooklyn",1hotels,https://lumina.viberyte.com/partner/697,none,Brooklyn,NY,,[],barbuto-brooklyn-3040
1496,"Barbès",barbesbrooklyn,https://lumina.viberyte.com/partner/1496,none,Brooklyn,NY,"[""intimate"", ""cultural""]",,barb-s-12393
635,"Barely Disfigured",barelydisfigured,https://lumina.viberyte.com/partner/635,none,Brooklyn,NY,"[""lively"",""vibrant"",""energetic"",""social""]","[""hip-hop"",""r&b"",""afrobeats"",""dancehall""]",barely-disfigured-2924
633,"Bearded Lady",beardedladybrooklyn,https://lumina.viberyte.com/partner/633,none,Brooklyn,NY,"[""vibrant"",""casual"",""social""]","[""mixed""]",bearded-lady-2922
1535,"Belli Ristorante & Bar",bellibrooklyn,https://lumina.viberyte.com/partner/1535,none,Brooklyn,NY,"[""intimate"", ""date_night""]",,belli-ristorante-bar-12432
1399,Bembe,bembebrooklyn,https://lumina.viberyte.com/partner/1399,none,Brooklyn,,,Reggae,bembe-11449
1400,"Bk Backyard Bar",bkbackyardbar,https://lumina.viberyte.com/partner/1400,none,Brooklyn,,,EDM,bk-backyard-bar-11450
1500,"Black Mountain Wine House",blkmtnbk,https://lumina.viberyte.com/partner/1500,none,Brooklyn,NY,"[""intimate"", ""romantic""]",,black-mountain-wine-house-12397
1509,Blueprint,blueprintbar,https://lumina.viberyte.com/partner/1509,none,Brooklyn,NY,"[""upscale"", ""intimate""]",,blueprint-12406
1490,"Bogota Latin Bistro",bogotabistro,https://lumina.viberyte.com/partner/1490,none,Brooklyn,NY,"[""cultural"", ""lively""]",,bogota-latin-bistro-12387
1597,"Bonnie's",bonniesbrooklyn,https://lumina.viberyte.com/partner/1597,none,Brooklyn,NY,"[""casual"", ""trendy""]",,bonnie-s-12494
634,"Boobie Trap",boobietrapbushwick,https://lumina.viberyte.com/partner/634,none,Brooklyn,NY,"[""vibrant"",""energetic"",""lively""]","[""hip-hop"",""r&b"",""afrobeats""]",boobie-trap-2923
678,"Bordeaux Steakhouse",bordeauxsteakhouse,https://lumina.viberyte.com/partner/678,none,Brooklyn,NY,,[],bordeaux-steakhouse-3009
1106,"Bossa Nova Civic Club",bossanovacivicclub,https://lumina.viberyte.com/partner/1106,none,Brooklyn,NY,,"[""edm"",""house""]",bossa-nova-civic-club-10865
1511,"Botanica at Widow Jane",widowjane,https://lumina.viberyte.com/partner/1511,none,Brooklyn,NY,"[""intimate"", ""upscale""]",,botanica-at-widow-jane-12408
1505,Bouquet,bouquetwinebar,https://lumina.viberyte.com/partner/1505,none,Brooklyn,NY,"[""intimate"", ""hidden_gem""]",,bouquet-12402
1606,Boutros,boutrosbk,https://lumina.viberyte.com/partner/1606,none,Brooklyn,NY,"[""upscale"", ""trendy""]",,boutros-12503
1593,Breeze,breezehexu,https://lumina.viberyte.com/partner/1593,none,Brooklyn,NY,"[""upscale"", ""date_night""]",,breeze-12490
1601,"Brooklyn Crab",brooklyn_crab,https://lumina.viberyte.com/partner/1601,none,Brooklyn,NY,"[""casual"", ""waterfront""]",,brooklyn-crab-12498
1568,"Brooklyn Curry Project",brooklyncurryproject,https://lumina.viberyte.com/partner/1568,none,Brooklyn,NY,"[""cultural"", ""intimate""]",,brooklyn-curry-project-12465
1611,"Brooklyn Kabab House",brooklynkabab,https://lumina.viberyte.com/partner/1611,none,Brooklyn,NY,"[""casual"", ""cultural""]",,brooklyn-kabab-house-12508
639,"Brooklyn Public House",brooklynpublichouse,https://lumina.viberyte.com/partner/639,none,Brooklyn,NY,"[""vibrant"",""casual"",""local""]",[],brooklyn-public-house-2929
632,"Brooklyn Social",brooklynsocialbar,https://lumina.viberyte.com/partner/632,none,Brooklyn,NY,"[""lively"",""vibrant"",""energetic"",""social""]","[""hip-hop"",""r&b"",""afrobeats"",""dancehall""]",brooklyn-social-2921
1359,"Brooklyn Steel",bowerypresents,https://lumina.viberyte.com/partner/1359,none,Brooklyn,,"[""vibrant"",""energetic"",""iconic""]","[""live-music"",""rock""]",brooklyn-steel-11294
1356,"Brooklyn Storehouse",brooklynstorehouse,https://lumina.viberyte.com/partner/1356,none,Brooklyn,,,House,brooklyn-storehouse-11289
1514,"Brooklyn Suya",brooklynsuya,https://lumina.viberyte.com/partner/1514,none,Brooklyn,NY,"[""cultural"", ""lively""]",,brooklyn-suya-12411
1629,"Butcher Grill House",butcher_grill_house,https://lumina.viberyte.com/partner/1629,none,Brooklyn,NY,"[""upscale"", ""intimate""]",,butcher-grill-house-12526
1373,"C'mon Everybody",cmoneverybodybk,https://lumina.viberyte.com/partner/1373,none,Brooklyn,,"[""vibrant"",""intimate"",""community-oriented""]","[""live-music"",""mixed""]",c-mon-everybody-11348
690,"Cafe Colette",CAFE_COLETTE,https://lumina.viberyte.com/partner/690,none,Brooklyn,NY,,[],cafe-colette-3030
1374,"Cafe Erzulie",cafe.erzulie,https://lumina.viberyte.com/partner/1374,none,Brooklyn,,"[""lively"",""vibrant"",""energetic""]","[""hip-hop"",""afrobeats"",""live-music""]",cafe-erzulie-11349
1525,Camillo,camillobk,https://lumina.viberyte.com/partner/1525,none,Brooklyn,NY,"[""upscale"", ""date_night""]",,camillo-12422
1544,"Cavatappi NYC",cavatappi_restaurant,https://lumina.viberyte.com/partner/1544,none,Brooklyn,NY,"[""upscale"", ""date_night""]",,cavatappi-nyc-12441
238,"Cecconi’s Dumbo",cecconisrestaurants,https://lumina.viberyte.com/partner/238,none,Brooklyn,NY,"[""upscale"",""romantic"",""instagram-worthy""]",[],cecconi-s-dumbo-2101
1538,"Cent'Anni",centannibrooklyn,https://lumina.viberyte.com/partner/1538,none,Brooklyn,NY,"[""trendy"", ""date_night""]",,cent-anni-12435
135,"Charm Bar",charmbarbk,https://lumina.viberyte.com/partner/135,none,Brooklyn,NY,"[""cozy"",""vibrant"",""inviting""]","[""dancehall"",""soca"",""afrobeats""]",charm-bar-1106
1546,"Chavela's",chavelasnyc,https://lumina.viberyte.com/partner/1546,none,Brooklyn,NY,"[""casual"", ""family""]",,chavela-s-12443
1492,Chela,chelaparkslope,https://lumina.viberyte.com/partner/1492,none,Brooklyn,NY,"[""casual"", ""lively""]",,chela-12389
1503,"Cherry on Top",cherry.on.top.nyc,https://lumina.viberyte.com/partner/1503,none,Brooklyn,NY,"[""upscale"", ""rooftop""]",,cherry-on-top-12400
1104,"Chez Moi",chezmoiny,https://lumina.viberyte.com/partner/1104,none,Brooklyn,NY,,[],chez-moi-10863
624,"Ciao Ciao Disco",ciaociaodisco,https://lumina.viberyte.com/partner/624,none,Brooklyn,NY,,"[""hip-hop"",""dancehall"",""reggaeton"",""house"",""top-40""]",ciao-ciao-disco-2907
1551,Claro,claro.bk,https://lumina.viberyte.com/partner/1551,none,Brooklyn,NY,"[""upscale"", ""date_night""]",,claro-12448
627,"Clover Club",cloverclubny,https://lumina.viberyte.com/partner/627,none,Brooklyn,NY,"[""upscale"",""trendy"",""vibrant""]","[""edm"",""live-jazz""]",clover-club-2914
664,"Cocktail Bedstuy",cocktailbedstuy,https://lumina.viberyte.com/partner/664,none,Brooklyn,NY,"[""vibrant"",""cozy"",""trendy"",""lively"",""instagram-worthy""]","[""hip-hop"",""afrobeats"",""r&b"",""reggaeton""]",cocktail-bedstuy-2980
1553,"Colonia Verde",coloniaverde,https://lumina.viberyte.com/partner/1553,none,Brooklyn,NY,"[""upscale"", ""trendy""]",,colonia-verde-12450
154,Continent,continentbrooklyn,https://lumina.viberyte.com/partner/154,none,Brooklyn,NY,"[""romantic"",""trendy"",""upscale""]","[""hip-hop"",""reggae"",""soca""]",continent-1288
682,"Convivium Osteria",conviviumosteria,https://lumina.viberyte.com/partner/682,none,Brooklyn,NY,,[],convivium-osteria-3017
695,"Cornbread Brooklyn",Cornbreadsoul,https://lumina.viberyte.com/partner/695,none,Brooklyn,NY,,[],cornbread-brooklyn-3037
1554,"Coszcal De Allende",coszcaldeallende,https://lumina.viberyte.com/partner/1554,none,Brooklyn,NY,"[""cultural"", ""family""]",,coszcal-de-allende-12451
643,"Cpt. Dan's Good Time Tavern",captdansgoodtimetavern,https://lumina.viberyte.com/partner/643,none,Brooklyn,NY,"[""lively"",""casual"",""vibrant""]","[""hip-hop"",""top-40""]",cpt-dan-s-good-time-tavern-2934
1517,"Cross Road Brooklyn",crossroadbk,https://lumina.viberyte.com/partner/1517,none,Brooklyn,NY,"[""casual"", ""family""]",,cross-road-brooklyn-12414
1534,"DOC Wine Bar",docwinebar,https://lumina.viberyte.com/partner/1534,none,Brooklyn,NY,"[""romantic"", ""intimate""]",,doc-wine-bar-12431
1426,Damballa,damballa.nyc,https://lumina.viberyte.com/partner/1426,none,Brooklyn,,,"Hip-Ho,""afrobeats""]",damballa-11502
1567,"De Tandoori Knight (Halal)",detandooriknight,https://lumina.viberyte.com/partner/1567,none,Brooklyn,NY,"[""cultural"", ""family""]",,de-tandoori-knight-halal-12464
1366,"Dead Letter No. 9",no9nyc,https://lumina.viberyte.com/partner/1366,none,Brooklyn,,,"Latin,Live Music",dead-letter-no-9-11319
650,"Delia's Lounge & Restaurant",deliaslounge,https://lumina.viberyte.com/partner/650,none,Brooklyn,NY,"[""vibrant"",""cozy"",""lively"",""trendy""]","[""hip-hop"",""r&b"",""afrobeats"",""live-jazz""]",delia-s-lounge-restaurant-2946
1628,"Delmonico's",delmonicosnewyork,https://lumina.viberyte.com/partner/1628,none,Brooklyn,NY,"[""upscale"", ""romantic""]",,delmonico-s-12525
1427,"Desert 5 Spot",desertfivespotla,https://lumina.viberyte.com/partner/1427,none,Brooklyn,,,"[""mixed""]",desert-5-spot-11503
85,"Di Fara",difaranyc,https://lumina.viberyte.com/partner/85,none,Brooklyn,NJ,"[""iconic"",""casual""]",[],di-fara-654
691,"Dinner Party",dinnerpartybk,https://lumina.viberyte.com/partner/691,none,Brooklyn,NY,,[],dinner-party-3032
1428,"Dive BK",divebarbk,https://lumina.viberyte.com/partner/1428,none,Brooklyn,,,R&B,dive-bk-11505
214,"Djon Djon",djondjon.bk,https://lumina.viberyte.com/partner/214,none,Brooklyn,NY,"[""vibrant"",""casual"",""inviting""]","[""hip-hop"",""afrobeats""]",djon-djon-1790
1578,"Don Neo Fusion 丼",donneofusion,https://lumina.viberyte.com/partner/1578,none,Brooklyn,NY,"[""upscale"", ""intimate""]",,don-neo-fusion-12475
647,"Drink Lounge & Café",drinklounge,https://lumina.viberyte.com/partner/647,none,Brooklyn,NY,"[""vibrant"",""cozy"",""social""]","[""hip-hop"",""r&b"",""afrobeats"",""dancehall"",""soca""]",drink-lounge-caf-2939
132,"Dumbo House",sohohouse,https://lumina.viberyte.com/partner/132,none,Brooklyn,NY,"[""upscale"",""exclusive"",""trendy""]","[""afrobeats"",""house"",""live-band"",""soca""]",dumbo-house-1061
1494,"El Ambiente",elambienteny,https://lumina.viberyte.com/partner/1494,none,Brooklyn,NY,"[""lively"", ""cultural""]",,el-ambiente-12391
222,"El Nico",reel,https://lumina.viberyte.com/partner/222,none,Brooklyn,NY,"[""vibrant"",""cozy"",""instagram-worthy"",""energetic""]","[""latin"",""reggaeton"",""pop""]",el-nico-1898
1575,"Elephant District",elephant.district,https://lumina.viberyte.com/partner/1575,none,Brooklyn,NY,"[""upscale"", ""trendy""]",,elephant-district-12472
1506,"Entre Nous",entrenous.bk,https://lumina.viberyte.com/partner/1506,none,Brooklyn,NY,"[""intimate"", ""upscale""]",,entre-nous-12403
692,"Essence Bar and Grill",essencebar,https://lumina.viberyte.com/partner/692,none,Brooklyn,NY,,"[""afrobeats"",""dancehall"",""soca"",""house""]",essence-bar-and-grill-3033
1562,"Estancia Piola",estanciapiola,https://lumina.viberyte.com/partner/1562,none,Brooklyn,NY,"[""casual"", ""family""]",,estancia-piola-12459
654,"Estelle Lounge and Karaoke Bar",estelle_karaoke_bar,https://lumina.viberyte.com/partner/654,none,Brooklyn,NY,,"[""top-40""]",estelle-lounge-and-karaoke-bar-2955
645,"Eve's Lounge",eveslounge,https://lumina.viberyte.com/partner/645,none,Brooklyn,NY,"[""lively"",""trendy"",""cozy"",""energetic""]","[""hip-hop"",""r&b"",""house"",""live-jazz""]",eve-s-lounge-2937
1520,Evelina,evelinarestaurant,https://lumina.viberyte.com/partner/1520,none,Brooklyn,NY,"[""upscale"", ""date_night""]",,evelina-12417
694,"Fly Private Social",casa_dpaco,https://lumina.viberyte.com/partner/694,none,Brooklyn,NY,,"[""hip-hop"",""r&b""]",fly-private-social-3036
215,"Forever Thai",foreverthaibushwick,https://lumina.viberyte.com/partner/215,none,Brooklyn,NY,"[""cozy"",""trendy"",""instagram-worthy""]",[],forever-thai-1809
235,"Forma Pasta Factory",formapasta,https://lumina.viberyte.com/partner/235,none,Brooklyn,NY,"[""cozy"",""casual"",""friendly""]",[],forma-pasta-factory-2059
170,"Fornino Pizza",forninopizza,https://lumina.viberyte.com/partner/170,none,Brooklyn,NY,"[""vibrant"",""casual"",""social""]",[],fornino-pizza-1409
1623,Francie,franciebrooklyn,https://lumina.viberyte.com/partner/1623,none,Brooklyn,NY,"[""upscale"", ""trendy""]",,francie-12520
637,"Freddy's Bar",freddysbrklyn,https://lumina.viberyte.com/partner/637,none,Brooklyn,NY,"[""vibrant"",""casual"",""local""]","[""house""]",freddy-s-bar-2926
684,"French Louie",frenchlouienyc,https://lumina.viberyte.com/partner/684,none,Brooklyn,NY,,[],french-louie-3020
623,"Friends and Lovers",friendsandloversbk,https://lumina.viberyte.com/partner/623,none,Brooklyn,NY,,"[""afrobeats"",""hip-hop"",""dancehall"",""reggaeton""]",friends-and-lovers-2904
1375,Gabriela,gabriela90.nyc,https://lumina.viberyte.com/partner/1375,none,Brooklyn,,,Hip-Hop,gabriela-11359
